job_id,company_id,title,description,max_salary,med_salary,min_salary,pay_period,formatted_work_type,location,applies,original_listed_time,remote_allowed,views,job_posting_url,application_url,application_type,expiry,closed_time,formatted_experience_level,skills_desc,listed_time,posting_domain,sponsored,work_type,currency,compensation_type,scraped
3815874004,26945.0,Senior Java Fullstack Engineer,"It's fun to work in a company where people truly BELIEVE in what they are doing!

We're committed to bringing passion and customer focus to the business.

Senior Fullstack Engineer, React and Java

Fractal is a leading AI & analytics organization. We have a strong Fullstack Team with great leaders accelerating the growth.

Our people enjoy a collaborative work environment, exceptional training, and career development as well as unlimited growth opportunities. We have a Glassdoor rating of 4/5 and achieve customer NPS of 9/10. If you like working with a curious, supportive, high-performing team, Fractal is the place for you.

Responsibilities

As a Senior Fullstack (React and Java) Engineer, you would be part of the team consisting of Scrum Master, Cloud Engineers, AI/ML Engineers, and UI/UX Engineers to build end-to-end Data to Decision Systems.

You would report to a Lead Architect and will be responsible for -

Architecting, estimating, managing, developing & maintaining the backend and frontend for various Data to Decision projects for our Fortune 500 clientWork closely with the data science & engineering team to integrate the algorithmic output from the backend REST APIsWork closely with business and product owners to create dynamic infographics with intuitive user controlsHelp the junior engineers on the project to effectively code and deliver as per the sprint plan and take care of their career aspirations and goalsBe the speaker in translating technical project journey and sharing with clientsParticipate in UAT, and diagnose & troubleshoot, bugs and application integration issuesCreate and maintain documentation related to the developed processes and applications


Qualification & Experience

5-8 years of demonstrable experience designing, building, and working as a Fullstack Engineer for enterprise web applicationsIdeally, this would include the following:Expert-level proficiency with JavaScript (ES6), HTML5 & CSSExpert-level proficiency with ReactJS or VueJSExpert-level proficiency with Java SE, SpringBoot or Play FrameworkFamiliarity with common databases (RDBMS such as MySQL & NoSQL such as MongoDB) and data warehousing concepts (OLAP, OLTP)Understanding of REST concepts and building/interacting with REST APIsDeep understanding of a few UI concepts:Cross-browser compatibility and implementing responsive web designHands-on experience with test driven development, using testing libraries like Jest and jUnitFamiliarity with common JS visualization libraries built using D3, Chart.js, Highcharts, etc.Deep understanding of core backend concepts:Develop and design RESTful services and APIsDevelop functional databases, applications, and servers to support websites on the back endPerformance optimization and multithreading conceptsExperience with deploying and maintaining high traffic infrastructure (performance testing is a plus)In addition, the ideal candidate would have great problem-solving skills, and familiarity with code versioning tools such as GitHub

Good to have

Familiarity with Microsoft Azure Cloud Services (particularly Azure Web App, Storage and VM), or familiarity with AWS or GCP ServicesExperience working with UX designers and bringing design to lifeUnderstanding of Sprints and Agile and prior experience in managing Sprints with JiraExperience with Microservices, Messaging Brokers (e.g., RabbitMQ)Experience with reverse proxy engines such as Nginx, Apache HTTPDFamiliarity with Github Actions or any other CI/CD tool (e.g., Jenkins)


Education: B.E/B.Tech, BCA, MCA equivalent

Location: Mumbai/Bengaluru/Gurugram/Pune/Chennai

If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!

Not the right fit? Let us know you're interested in a future opportunity by clicking Introduce Yourself in the top-right corner of the page or create an account to set up email alerts as new job postings become available that meet your interest!",,,,,Full-time,"Bengaluru, Karnataka, India",,1706307847000,,,https://www.linkedin.com/jobs/view/3815874004/?trk=jobs_biz_prem_srch,https://fractal.wd1.myworkdayjobs.com/Careers/job/Bengaluru/Fullstack-Engineer_SR12870?source=LinkedIn,OffsiteApply,1803611901000,,,,1780483349000,fractal.wd1.myworkdayjobs.com,0,FULL_TIME,,,1780486488
3853091293,1280889.0,Field Engineer Technician Bangalore (Punch/Bend),"How brave are you? We are a high-tech company providing machine tools and laser technology, and are looking for people who can face new challenges with a fresh mind. As an independent family company, we offer you the freedom and trust to put your brave ideas into practice. With you on board, we would like to power ahead with the digital networking of the manufacturing industry. Our passion and creative drive ensure that we are an innovative force – across the globe at over 80 TRUMPF locations.

Position - Field Service Technician (Punch/Bend) Bangalore

Experience: 5-8 years.

Job Location - Bangalore

This position is responsible to provide quality technical support to customers for high level of customer satisfaction in terms of speedy recovery of breakdowns, reliability of the repairs, machine availability, performing high quality installation start up, performing preventive maintenances; provide operator’s maintenance training as per pre-set processesBeing the face of TRUMPF, it is extremely essential to be disciplined & courteous in terms of response, communication & documentation, key being the quality and speed Provide exceptional customer servicePursue machine root cause diagnostics for trouble shootingTravel up to 100%. Travel includes regional & national


Qualification:

BE/B.Tech/Diploma/NCVT/NCTVT in Mechanical/Electrical/Electronics/Mechatronics engineering",,,,,Full-time,"Pune Division, Maharashtra, India",,1710260720000,,,https://www.linkedin.com/jobs/view/3853091293/?trk=jobs_biz_prem_srch,https://trumpf.wd3.myworkdayjobs.com/TRUMPF_Graduates_and_Professionals/job/Pune/Service-South-India_R00026052?source=LinkedIn,OffsiteApply,1805667920000,,,,1780483550000,trumpf.wd3.myworkdayjobs.com,0,FULL_TIME,,,1780487139
4229838923,2378.0,Sr Engineer Planning Offshore KG KKD,"Job Accountabilities

Provide technical support in production planning, production optimisation, and flow assurance regarding day to day as well as non-routine operations of subsea wells and subsea infrastructure. Troubleshooting problems with the subsea production system and providing support in development of procedures and methodologies to address issues that are identified or anticipated. In-house subject matter owners of relevant software packages including but not limited to OLGA, PVT, Well Flow, and PSS. Utilizing resources available to generate technical analysis and generate documentation that sufficiently reports the findings and provides guidance to management decisions accordingly.

Job Accountabilities

Water & Sand production management in wells; Evaluate & identify liquid loading and unloading problems oil/gas well and troubleshoots; Well inflow/outflow modelling, nodal analysis.Production flow assurance modelling and control - Provide models to illustrate the best possible solutions to work around these constraints.Keep the model updated with minimal error; Present reports/results for steady state and transient what-if scenario#sReview and develop Hydrate mitigation strategy as per change in wellhead and subsea flow parameters.Steady state & transient two phase and three phase studies for oil & gas pipelines, in production software (OLGA , PSS ) to maximise/optimise production; Perform sand/solid transportation studies for oil/gas wells in subsea pipelines;Optimizes production processes and oil/gas well performance and perform studies for maximizing recovery; Reviews and proposes adaptations of the well work-over process; Sets & reviews standards and Best Practices for Production Technology.Manages, motivates and develops directly subordinated employees, assess the performance of the staff within the Production Technology team and advises the Head of Production Technology on the outcome of the assessment;Defines and monitors KPIs by data acquisition in the fields.Preparing reports, presentation and charts Generating/Predicting correct information from simulation; perform simulations in Offline PSS simulator for special operations and clearly report the findings; Capture data from IP21 properly and record the same.Develops and proposes optimization strategies for improving well productivity and/or reducing downtime based on KPIs.Generation of data for monthly reports and other special reports and presentation as required.Performance of specific task in the field that are within the parameters provided by simulations provided.

Skill & Competencies

 Effective communication Creativity and innovation Knowledge of simulation packages

Education Required

Bachelor degree in Petroleum Engineering

Experience Required

Minimum 5 years# experience ; (2 year at Subsea Panel / 1 year hands-on experience with simulation software / 1 year specific experience relevant to deep water subsea oil and gas production.)",,,,,Full-time,"Kakinada, Andhra Pradesh, India",,1747221849000,,,https://www.linkedin.com/jobs/view/4229838923/?trk=jobs_biz_prem_srch,https://www.expertia.ai/ril-hydrocarbons/job/hiring-sr-engineer-planning-offshore-kg-kkd-66e7b8eb737cf5129d2e4775?utm_source=linkedin-jw&easy_apply=true,OffsiteApply,1784606898000,,Director,"subsea, simulation software, deep water, oil & gas production, flow assurance, production",1780483440000,www.expertia.ai,0,FULL_TIME,,,1780486172
4229838947,2378.0,Sr. Contracts Engineer,"Job Description

Job Role: Buyer

Job Role ID

SECTION I: BASIC INFORMATION ABOUT THE JOB ROLE

Job Role Variant: Sr. Contracts Engineer

Manager Job Position: Contracts Manager

Job Position ID

Value Stream: Money, Materials & Compliance

Job Family: Procurement & Contracts

Sub-Job Family: Procurement & Contracts

Grade/Level

Location:

SECTION II: PURPOSE OF THE ROLE

To drive the end-to-end contract lifecycle execution i.e. pre and post-award management by understanding requirements, identifying pre-qualified vendors, tender preparation, inviting bids, technical & commercial negotiation in line with RIL standards aligned to Procurement & Contracting (P&C) objectives and guidelines

SECTION III: KEY RESPONSIBILITIES AND ACCOUNTABILITIES OF THE ROLE

Responsibilities

Pre-Award Management

Assist Category / Contract Manager in sourcing of critical contracts by selection and evaluation of vendors; find target vendors based on brief of package, planning for assigned items as per the target timelines, and preparation of contracting plan in compliance with agreed terms and conditionsSupport the thorough pre-qualification of vendors by specifying sourcing events, conducting technical validation with help from internal stakeholdersDevelop Internal Cost Estimates as per defined procedures and processesFloat RFQ via the digital RFX systems and arrange RFQ clarification meetings as requiredStudy offers from vendors, and prepare a comparative statement to aid in selection of vendors, optimization of price and other commercial termsParticipate in commercial negotiation meetings, negotiate and finalize price as per scope givenHighlight any major commercial or contractual risks or issues to the relevant authority and work on developing optimum solution as per Contract procedures and standardsFocus on usage of technological tools like e-auction and reverse auction to improve efficiency and transparencyEnsure generation of Purchase Order (PO) as per established procedures & processesUse the SAP system optimally to drive efficiency and cost optimization

Post-Award Management

Set up Kick-Off Meeting (KOM) with internal stakeholders and vendorsEnsure timely expedition for mobilisation of resources as per contract requirements and attend periodic progress review meetingsParticipate in vendor sites visits to ensure compliance with agreed contractual terms & conditionsGather feedback from contractor, expediting team, and supplier to identify areas of improvements and implement resolutions as per planImplement change management processes effectively as per set guidelines, procedures and standards and seek approval for extension of time, and variation in quantityCoordinate with internal stakeholders i.e., project engineers, plant engineers FC&A for resolution of issues as performance security payments, GST queries etc.Review received claims and submit to Engineer In Charge (EIC), arrange various meetings, coordination for documentation as required to ensure timely settlement of claimsIdentify possible areas of dispute amongst the vendors, contractor(s) take the necessary proactive measures as per the established procedures and guidelines

Supplier Relationship

Engage with vendors on a regular basis to share organizational requirements and work on the identified constraintsGather feedback from Engineer In-Charge (EIC) and supplier, analyse the feedback and share consolidated reports to Project Category Manager and respective Contracts Lead to ensure system of continuous improvementEnsure vendor performance as per end-user needs, identify areas of improvements, and share recommendations with Contract Manager as per overall goals and objectives

Policies, Processes and Procedures

Support the Contract Manager in creating the Procurement Strategy & supporting in execution of overall contracts planConduct day-to-day contract activities and follow all relevant policies, processes, standard operating procedures and instructions so that contract work is carried out in a consistent and controlled mannerKeep self abreast with leading practices, market trends, market suppliers and contribute to the identification of continuous improvement of procurement systems, processes and procedures

SECTION IV: SUCCESS METRICS

Ordering of contracts within timeline & approved budgetChange Management within stipulated timelinesClaims ManagementMajor Ordering through ARC (Annual Rate Contracts) - Applicable for O&M Team only

SECTION V: OPERATING NETWORK

Internal: P&C, Construction Managers, Project Management Team, FC&A, HR & IR, Engineering Teams, Legal

External: Vendors, Consultants

SECTION VI: KNOWLEDGE AND COMPETENCIES

Education Qualifications

Bachelor in Engineering or TechnologyMasters in Business Administration (Desirable)

Experience

5 - 8 years of experience in construction, operations, maintenance, exploration sites or similar field

Functional / Behavioural Competencies Required To Execute The Role

Functional Competencies

Techno-commercial acumenKnowledge of Cost EstimationMarket IntelligenceKnowledge of working on platforms as SAP or equivalentLegal understanding of contractual terms

Behavioral Competencies

NA

SECTION VII: CAREER MOVEMENTS

Feeder Roles: Contracts Engineer

Possible Next Role Movement: Contracts Manager",2000000.0,,1100000.0,YEARLY,Full-time,"Navi Mumbai, Maharashtra, India",,1747221855000,,,https://www.linkedin.com/jobs/view/4229838947/?trk=jobs_biz_prem_srch,https://www.expertia.ai/ril-hydrocarbons/job/hiring-sr-contracts-engineer-669faf1641adff9a3d7d3459?utm_source=linkedin-jw&easy_apply=true,OffsiteApply,1784606897000,,Mid-Senior level,"Contract Negotiation, Contract Management, Contracts Administrators, Project Bidding, Supplier Evaluation, Negotiation, Cost estimation",1780483245000,www.expertia.ai,0,FULL_TIME,INR,BASE_SALARY,1780486648
4229838955,2378.0,Engineer Maintenance- Mechanical,"Job Description

Job Role: Engineer Maintenance Mechanical

Job Role ID

SECTION I: BASIC INFORMATION ABOUT THE JOB ROLE

Job Role Variant: Engineer Maintenance - Mechanical

Manager Job Position: Lead Plant Maintenance

Job Position ID

Value Stream: Asset Operations

Job Family: Manufacturing

Sub-Job Family: Maintenance

Grade/Level

Location:

SECTION II: PURPOSE OF THE ROLE

To support overall reliability and integrity of all mechanical equipment in plant, and oversee & perform all predictive and preventive mechanical maintenance activities in order to ensure availability of equipment while adhering to RIL policies, safety guidelines, and allocated budgets.

SECTION III: KEY RESPONSIBILITIES AND ACCOUNTABILITIES OF THE ROLE

Responsibilities

Policies, Processes and Procedures

 Conduct day to day mechanical maintenance activities & follow all relevant policies, processes, standard operating procedures and instructions so that work is carried out in a controlled and consistent manner Keep self abreast with leading practices & trends in mechanical maintenance and contribute to the identification of continuous improvement of systems, processes and procedures

Maintenance Planning & Review

 Support in creating preventive and predictive maintenance schedule at daily, weekly and monthly level for the mechanical activities, in coordination with Production, Technology and CES teams Create the resourcing plan as per the maintenance schedule in order to handle day-to-day mechanical maintenance activities as well as shutdown jobs as per plan Collate mechanical discipline data for performance monitoring and prepare information report detailing out performance against KPIs of mechanical maintenance, take corrective actions and present the same to the lead maintenance in case of any escalations Create a plan for inventory control activities of mechanical spares and get it approved to ensure effective maintenance operations; issue spares for job execution as and when required Assist discipline manager with spares identification for procurement; follow up with vendor, purchase, and stores to ensure availability of the spares Assist in preparing mechanical maintenance cost and budgeting process, and analyse the same to ensure efficient utilization

Maintenance Operations

 Execute as well as supervise mechanical maintenance task with quality and safety; ensure timely completion of tasks in adherence to standards, procedures and best practices Manage preventive and corrective mechanical maintenance of plant machinery in order to minimize production/ quality loss Analyse the current condition of the equipment, and monitor its performance trends to identify irregularities so as to rectify the same & ensure improvement in availability of equipment Carry out preservation activities as per schedule to ensure performance, functionality, as well as availability of the equipment's, assets etc. Manage the execution of shutdown jobs as per schedule to ensure timely completion Carry out regular look, listen, and feel (LLF) visits in the plant to identify potential failures, and suggest measures to rectify the same if any Identify issues jointly with Production, Quality, CES, EHS, and Technology teams, collect inputs and implement suggested measures to enhance plant health Conduct troubleshooting and root cause analysis (RCA) as an when required in coordination with CES team for technical support Maintain integrated management system (IMS) documents for mechanical maintenance to ensure repository of records for review and audit purposes Participate in reliability & integrity studies of mechanical systems and components as identified to ensure their safe and reliable operations Maintain integrity of maintenance with SAP PM and SAP MM data, analysis and costs by ensuring timely and correct data entries (such as pending jobs etc.) and validations Liaison with workshop team for repair activities so as to ensure timely completion of maintenance activities Facilitate and support minor projects activities as and when required

Workplace Safety & Environment

 Follow maintenance related safety, fire and environmental processes and compliance norms and ensure all operations align with the same in order to provide safe working environment to all plant personnel's Oversee plant machinery for safety, fire and environmental issues/ hazards pertaining to mechanical maintenance operations, identify root cause and take appropriate steps to mitigate any challenges Investigate safety incidents along with safety teams pertaining to mechanical operations, support in drafting action plan and implement the same to ensure non-recurrence Assist in emergency operations in case of any safety or fire incidents to ensure quick closure

Compliance & Audits

 Prepare reports/ documents pertaining to audits. Assist lead maintenance with audits, and support implementation of the finalized measures Support in ensuring timely adherence to audit schedules; implement suggestive corrective actions in case of any deviation Assist with HSEF compliance (RESOP, MIQA, CFA, DOSHE mandatory trainings) and support in implementing suggested action plan to enable a safe working culture Coordinate and monitor the contractor's activities to ensure compliance with established policies and procedures Ensure compliance of mandatory trainings to ensure adherence to established policies and processes

SECTION IV: SUCCESS METRICS

 Time to resolution - % reduction in obsolescence of critical equipment - OEE (Overall equipment effectiveness) - Reduction in unplanned shutdown - Shutdown turn around time/ Mean time between failures - Automation index - Adherence to health & safety policies

SECTION V: OPERATING NETWORK

Internal: CES, HSEF, Production, Warehouse, HR, Finance, etc.

External: Vendors, Contractors, Equipment Supplier, etc.

SECTION VI: KNOWLEDGE AND COMPETENCIES

Education Qualifications

 Full Time Diploma/ Engineering (Mechanical)

Experience

 2-5 years of maintenance experience at plant;

Functional / Behavioural competencies required to execute the role

Functional Competencies

 Knowledge of various codes & standards - Understanding of Mechanical equipment's periodic, proactive, & shutdown maintenance - Ability to repair mechanical equipment's & refurbishment - Troubleshooting & analysis - Turnaround & shutdown coordination - Contractor management - Health and safety",,,,,Full-time,"Jamnagar, Gujarat, India",,1747221858000,,,https://www.linkedin.com/jobs/view/4229838955/?trk=jobs_biz_prem_srch,https://www.expertia.ai/ril-hydrocarbons/job/hiring-engineer-maintenance-mechanical-67b94b8f719657c54760e5cd?utm_source=linkedin-jw&easy_apply=true,OffsiteApply,1784606897000,,Mid-Senior level,"Mechanical Engineering, Mechanical Maintenance, Maintenance Planning, Shutdown Activities, Preventive Maintenance, Safety",1780484105000,www.expertia.ai,0,FULL_TIME,,,1780486408
4229838969,2378.0,Sr. Engineer Production Optimization,"Job Accountabilities

Senior Engineer Operation as part of Operations team support installation Manager or OIM, is an interface of activities of planning, communication, and coordination. He understands technical requirements for smooth and safe operation of units and provide accurate and timely data/information.

Ensuring safe operations of assigned plant as per defined SOPs.Knowledge of P&ID and PFD, SCADA/DCS operationInterface with O&M Teams for Planning, KRAs, KPIs, Troubleshooting and to expedite planned / unplanned maintenance activities.Support in Compliance of Audits and Assist in close out of audit recommendations.Process Improvement Measures: Assists in Review, develop SOPs within the functional area with a focus to continuously improve operation and Update operation checklists.Support in Shift Operations: Assist in manpower/shift planning; Co-ordinates with shift employees and provide inputs to supervisor; release of shift schedules.Ensures PRA is completed timely and identifies any deviations in the data.SAP notification generation and permit system awarenessReview of OMPRO exceptional reports and inform management any deviation.Ensuring timely report of all incidents & analysis of it.Identify training and development needs of field operators.Liaise with relevant department heads to improve information sharing, for planning / scheduling of activitiesMaintain effective cost control and promote cost awareness in others.Work with contractors as and when required

Skill & Competencies

Involved in plant shutdown & start up activities and thorough knowledge of equipment.Working knowledge of oil & gas operation codes & standard,Meticulous, flexible, versatile, determined, and capable of assertive and positive communication and performanceMIS / SAP, Process engineering, Process safety.Thorough knowledge of hydrocarbon processing systems and utilities, Oil & Gas production

Education Required

BE/ B Tech Bachelor degree in chemical / petroleum / Mechanical/ Electrical

Experience Required

Relevant working experience (minimum 6 years) in Oil & Gas installation and wells operations",,,,,Full-time,"Shahdol, Madhya Pradesh, India",,1747221864000,,,https://www.linkedin.com/jobs/view/4229838969/?trk=jobs_biz_prem_srch,https://www.expertia.ai/ril-hydrocarbons/job/hiring-sr-engineer-production-optimization-66e7b72861f34282d85f4f07?utm_source=linkedin-jw&easy_apply=true,OffsiteApply,1784606896000,,Director,"Well operations, hydrocarbon processing, oil & gas operations, P&ID, Operation Engineer, Plant Shutdown",1780485136000,www.expertia.ai,0,FULL_TIME,,,1780486730
4229839876,2378.0,Sr Engineer Panel IG KG KKD,"Job Accountabilities

Operate and monitor the FPSO process systems safely, maximising efficiency within the guidelines set by the Production Manager and control room instructions. Continuous monitoring of the equipment in the allotted area for safe and uninterrupted operation to achieve production targets.

Co-ordinate with respective panel engineer for timely start-up and shutdown during plant upsets. Guide field engineers in executing critical operations

Monitor plant and equipment for performance, availability, reliability and timely inform deviations if any to Panel engineer for rectification.Conduct operation of the pumps, compressors, heat exchangers, distillation columns, pressure vessels and Tanks as per set guidelines.Act as area authority as defined and ensuring work is carried out in a safe manner and in accordance with the conditions detailed in the work permit.Participate in risk assessment exercises and ensure proper response during emergencies and mock drills.Exercise proper shift hand over process and correcct follow up of the ongoing jobs. Review and discuss all completed and ongoing work permits during shift handovers.Maintain clear, concise logs of all relevant events and inhibit logs to ensure that Control Room management and succeeding operators are fully aware of plant status at shift handover.Record the parameters in the log sheets and take corrective actions if operating parameters are outside the operating envelope.Timely release of the equipment for Maintenance and prepare to ensure safe working conditions. Ensure PTW compliance and timely closure of the permits for equipment availability after maintenance.Participate in tool box talks, ensure continuous gas monitoring during hot or confined space jobs.Participate in maintenance work discussions and assist problem root cause analysis where appropriate.Timely completion of the check lists assigned and assist Shift engineer / Shift Manager in trouble shooting. Communicate the Panel engineer/ Shift engineer about the field abnormalities.Provide inputs to the in Alarms rationalization and minimising the false alarms and assist in preparing Shut down plan, process isolations, mechanical isolations and WCD#S.Chemical inventory.Identify and halt unplanned discharges and report immediately. Equipment waste or other materials for disposal are dealt with according to the correct procedure. Monitor and Maintain Pollution Control Measures.Ensure correct chemical injection and optimize the resources.Relay accurate and concise information to the Seniors, Control Room and FPSO management as per individual situation or requirement.Mentor new field engineers

Skill & Competencies

Operation of the pumps, compressors, heat exchangers, distillation columns, pressure vessels and Tank farm.PTW system implementation, equipment change-over and identifying the abnormalities.Through knowledge of the Process systems and plant operationsKnowledge of DCS, PLC and Fire and gas system.Knowledge of field instrumentation, condensate & gas metering systemsKnowledge of Products contractual specifications.Effective communication skills

Education Required

Graduate degree in Mechanical / Chemical / Petroleum Engineering

Experience Required

Specific exp: 5 years in relevant field experience in offshore / FPSO

Overall exp : 10 Years",,,,,Full-time,"Kakinada, Andhra Pradesh, India",,1747221851000,,,https://www.linkedin.com/jobs/view/4229839876/?trk=jobs_biz_prem_srch,https://www.expertia.ai/ril-hydrocarbons/job/hiring-sr-engineer-panel-ig-kg-kkd-66e7bea25d0a03e00aae3b49?utm_source=linkedin-jw&easy_apply=true,OffsiteApply,1784606897000,,Director,"FPSO, Offshore, compressor, DCS, FPSO Process, Petroleum Engineering",1780483530000,www.expertia.ai,0,FULL_TIME,,,1780486328
4229839899,2378.0,Sr. Engineer - Condition Monitoring - Jamnagar,"Job Accountabilities

Preparing and ensuring compliance to the maintenance procedures, Preventive and Predictive maintenance schedules.Condition monitoring of rotating equipment, analysis and adviceAssist plant maintenance in troubleshooting critical problems.Supervision of quality checks during overhauling of critical rotating equipment.Assistance/ Association in repair and refurbishment of rotating equipment/components.Perform Failure analysis and Root cause analysis (RCA) of repetitive failuresReview and optimize maintenance tasks /frequencies.Applying the leanings from RCA to proactively increase the reliability of other assets.Ensure safe and trouble free start-up of critical rotating machinesProvide technical support for critical and insurance spares reviews.Training faculty for in-house programs related to rotary equipment.Provide inputs for planning and scheduling of critical rotating equipment overhauling.Provide assistance for erection and commissioning of new equipment.

Skills

Knowledge on rotating equipment maintenance techniques and typesKnowledge of Reliability principles (RCM/FMEA, Statistical tools)Knowledge of industry standards and codes (API, ASME, ISO etc.)Analytical abilityGood interpersonal skillsCommunication skillsDecision-making ability

Education : Bachelors or Master Degree in Mechanical Engineering with good consistent academic records

Experience

3 to 9 years Refinery/Petrochemical/Chemical plant design/maintenance/operations experience is required with at least 3-5 year's experience in Rotating Equipment.Hands on experience in rotating equipment trouble shooting, maintenance and condition monitoring.Experience in Rotating equipment selection, erection and commissioning is preferred.",,,,,Full-time,"Jamnagar, Gujarat, India",,1747221858000,,,https://www.linkedin.com/jobs/view/4229839899/?trk=jobs_biz_prem_srch,https://www.expertia.ai/ril-hydrocarbons/job/hiring-sr-engineer-condition-monitoring-jamnagar-66c0409d759d7a64eb96ffaa?utm_source=linkedin-jw&easy_apply=true,OffsiteApply,1784606897000,,Mid-Senior level,"Oil Analysis, Ultrasonic Testing, Infrared Thermography, Equipment Diagnostics, Predictive Maintenance, Root Cause Analysis, rotating equipment maintenance, Condition Monitoring",1780483440000,www.expertia.ai,0,FULL_TIME,,,1780486890
4229839916,2378.0,Workshop Engineer - Jamnagar (81652387),"SECTION I: BASIC INFORMATION ABOUT THE JOB ROLE

Job Role Variant: Engineer Work Shop - Mechanical

Manager Job Position: Senior Engineer Workshop Mechanical

Job Position ID

Value Stream: Asset Operations

Job Family: Manufacturing

Sub-Job Family: Maintenance

Grade/Level: J

Location: Jamnagar

 SECTION II: PURPOSE OF THE ROLE

To execute workshop services as per job planning related to machining, valve/PSV repairing & calibration, onsite support service related to machining, coordination of machining activity through outside vendors and mechanical equipment overhauling activities in order to ensure seamless and smooth operations while adhering to statutory compliance and organisation's policies

 SECTION IV: SUCCESS METRICS (TOP 3-5 KPI's)

 Zero HSEF incidents in Workshop and areas under CES workshop ownership - Timely completion of machining, overhauling(gear box & blowers)/repair work as per plant requirements (Routine & Shutdown) - Maintaining availability of Heavy Equipment & heavy equipment allotment as per plan

 SECTION V: OPERATING NETWORK

Internal: - Human Resource, Administration, Workshop, Planning, Security, etc.

External: - Vendor, Equipment Manufacturers, Contractor, etc.

 SECTION VI: KNOWLEDGE AND COMPETENCIES

Education Qualifications

A Bachelor's degree in Engineering/ Technology (Mechanical stream)

Experience (Must Have & Good To Have)

1-3 years of experience for degree in industrial / Mechanical workshop maintenance field, with ~2 years of on the job experience (preferred)

Functional / Behavioural Competencies Required To Execute The Role

Functional Competencies

 Mechanical maintenance management (rotary & static) - Inspection management - Knowledge of machining / production technology - Knowledge of various codes, standards, AutoCAD & metrology - Knowledge of workshop maintenance methodology (welding technology and welding of super alloys, hot tapping methodology, repair techniques cold welding, weld overlaying, metal stitching, metallizing etc.) - Knowledge of AutoCAD & metrology - Knowledge of various material handling equipment, cranes, hydra, forklifts, EOT etc. - Knowledge of Health and Safety standards

 SECTION VIII: CAREER MOVEMENTS

Feeder Roles

Confirmed GE

Possible Next Role Movement

Sr. Engineer Workshop - Mechanical",,,,,Full-time,"Jamnagar, Gujarat, India",,1747221874000,,,https://www.linkedin.com/jobs/view/4229839916/?trk=jobs_biz_prem_srch,https://www.expertia.ai/ril-hydrocarbons/job/hiring-workshop-engineer-jamnagar-81652387-66c06cf5f5ec0e390b99aa93?utm_source=linkedin-jw&easy_apply=true,OffsiteApply,1784606896000,,Mid-Senior level,"Statistical Analysis, Data Visualization, Predictive Modeling, Data Mining, workshop services, Rotating & Static equipment., Mechanical Maintenance, Shutdown Planning",1780485137000,www.expertia.ai,0,FULL_TIME,,,1780487059
4229840655,2378.0,Senior Engineer- Reliability Rotary,"Job Description

Preparing and ensuring compliance to the maintenance procedures, Preventive and Predictive maintenance schedules.Condition monitoring of rotating equipment, analysis and advice Assist plant maintenance in troubleshooting critical problems.Supervision of quality checks during overhauling of critical rotating equipment.Assistance/ Association in repair and refurbishment of rotating equipment/components.Perform Failure analysis and Root cause analysis (RCA) of repetitive failuresReview and optimize maintenance tasks /frequencies.Applying the leanings from RCA to proactively increase the reliability of other assets.Ensure safe and trouble free start-up of critical rotating machinesProvide technical support for critical and insurance spares reviews.Training faculty for in-house programs related to rotary equipment.Provide inputs for planning and scheduling of critical rotating equipment overhauling.Provide assistance for erection and commissioning of new equipment.

Skills & Competencies

Knowledge on rotating equipment maintenance techniques and typesKnowledge of Reliability principles (RCM/FMEA, Statistical tools) Knowledge of industry standards and codes (API, ASME, ISO etc.)Analytical abilityGood interpersonal skills Communication skills Decision-making ability

Education Required

Bachelors or Master Degree in Mechanical Engineering with good consistent academic records

Experience Require

6-10 years Refinery/Petrochemical/Chemical plant design/maintenance/operations experience is required with at least 3-5 year's experience in Rotating Equipment.Hands on experience in rotating equipment trouble shooting, maintenance and condition monitoring.Experience in Rotating equipment selection, erection and commissioning is preferred.",,,,,Full-time,"Jamnagar, Gujarat, India",,1747221863000,,,https://www.linkedin.com/jobs/view/4229840655/?trk=jobs_biz_prem_srch,https://www.expertia.ai/ril-hydrocarbons/job/hiring-senior-engineer-reliability-rotary-675a81d613146b76f6f55fc4?utm_source=linkedin-jw&easy_apply=true,OffsiteApply,1784606896000,,Director,"Vibration Analysis, Failure Analysis, Maintenance Strategies, Root Cause Analysis, Technical Writing, rotating machines, Reliability, Rotating Equipment",1780483703000,www.expertia.ai,0,FULL_TIME,,,1780486730
